17th,144096,271,10.530714603725693,13683.40187939571,25.734245984040065,531.719557195572,18.806906506773263,360101.77619047619047702857,986.58020874103065884117,123.32252609262883235515,11.710746206055019,0.0008558358739495118
22nd,101941,299,14.89340986367016,6844.705204055859,20.075993525791407,340.9397993311037,29.330691282212257,430771.67857142857142867619,1180.1963796477495107635,147.52454745596868884544,9.905357390037908,0.0014471561732371536
5th,74396,367,14.175532113334723,5248.198050358669,25.889680688230975,202.71389645776566,49.330609172536164,496915.39047619047619111429,1361.41202870189171559209,170.17650358773646444901,12.004946426501608,0.0022874415773393255
24th,141038,277,5.932822742893162,23772.495170017894,46.6894110955555,509.1624548736462,19.640096995136062,451185.3547619047619051,1236.12425962165688193178,154.51553245270711024147,26.04418489289924,0.0010955595828975673
16th,199482,323,34.49395032182588,5783.101040583883,9.363960839116283,617.5913312693499,16.191937117133374,387234.72619047619047684286,1060.91705805609915199135,132.61463225701239399892,3.844576542255328,0.0006647949802839975
8th,247373,393,25.490787146652075,9704.408050517563,15.417334809592809,629.4478371501273,15.886939965153836,615416.73571428571428917143,1686.07324853228962818951,210.75915606653620352369,8.268052094821915,0.0008519893281260939
19th,200786,378,9.409020344456874,21339.734919192608,40.17421433493772,531.1798941798942,18.82601376590001,593073.73333333333333332857,1624.85954337899543378994,203.10744292237442922374,21.58646017191693,0.0010115617768289343
25th,200391,400,11.964767961432592,16748.423425004417,33.431488290401106,500.9775,19.96097629135041,599945.11428571428571485714,1643.68524461839530332838,205.46065557729941291605,17.17213875267655,0.0010252988186959465
20th,91279,283,4.78166873303129,19089.36086882259,59.184359226950264,322.5406360424028,31.003845353257596,374183.90238095238095912857,1025.16137638617090673734,128.14517204827136334217,26.79925758199378,0.0014038844865551922
18th,117041,352,5.1484086375435325,22733.432452604215,68.37064125662532,332.50284090909093,30.074931007082984,589394.66666666666666734286,1614.77990867579908675984,201.84748858447488584498,39.20580179136337,0.0017245878673667766
12th,127869,338,10.638884871823617,12019.022814943002,31.77024698285538,378.31065088757396,26.433302833368526,570530.60000000000000481429,1563.09753424657534247894,195.38719178082191780987,18.365382663204862,0.0015280262751786744
11th,70474,389,6.707240774464199,10507.152250789706,57.99702337822737,181.16709511568124,55.19766154894003,698876.57142857142857264286,1914.73033268101761252779,239.34129158512720156597,35.68401666693511,0.0033961644235480774
3rd,75235,358,6.7105637886062475,11211.427589398707,53.34872169874045,210.1536312849162,47.58423606034425,547179.50714285714286712381,1499.12193737769080237568,187.39024217221135029696,27.924664465656083,0.0024907322678568663
14th,117738,272,6.585519210081527,17878.31699279827,41.30274186788572,432.8602941176471,23.102142044199834,398097.45952380952381114286,1090.67797129810828441409,136.33474641226353555176,20.702201612828603,0.0011579502489617924
4th,123575,358,30.17902012155016,4094.732019206875,11.862545521958822,345.1815642458101,28.970260975116325,582914.91190476190476247143,1597.02715590345727332184,199.62839448793215916523,6.6148070309738785,0.0016154432084801308
6th,90841,412,8.94791730939697,10152.194847017654,46.04423417808339,220.4878640776699,45.35397012362259,599488.23333333333333471429,1642.43351598173515982114,205.30418949771689497764,22.944354803336132,0.0022600388535762147
10th,118093,360,8.652538398905573,13648.364740564126,41.60628747345808,328.0361111111111,30.484448697213214,550104.62380952380952507143,1507.1359556425309850002,188.39199445531637312503,21.773031886127814,0.001595285024982991
1st,62781,317,5.153878242667151,12181.312216547552,61.507079731854766,198.04731861198738,50.49298354597729,512401.20952380952381075714,1403.83893020221787345413,175.47986627527723418177,34.04812027233025,0.0027951110411633655
9th,165201,374,14.893091702105874,11092.458389727142,25.11231431866606,441.7139037433155,22.63908814111295,575184.1500000000000009,1575.84698630136986301616,196.98087328767123287702,13.226325146431366,0.0011923709498590884
2nd,95439,359,8.289553889230282,11513.16479454866,43.30751748491674,265.8467966573816,37.615649786774796,560678.9952380952380962,1536.10683626875407697589,192.01335453359425962199,23.163291667969776,0.0020118961277213114
7th,71071,451,7.187134894127565,9888.64144710438,62.75101367145637,157.58536585365854,63.45766909147191,684037.75714285714285732857,1874.07604696673189823926,234.25950587084148727991,32.5942826065849,0.003296133526626071
15th,59458,336,4.192833623441442,14180.863191799484,80.13673572008184,176.95833333333334,56.51047798445961,514058.8857142857142856,1408.38050880626223091945,176.04756360078277886493,41.98772940011973,0.002960872609249937
